id,is_iceberg
5941774d,0.05238517373800278
4023181e,0.9938670992851257
b20200e4,4.879397579315992e-07
e7f018bb,0.9881981015205383
4371c8c3,0.4716908037662506
a8d9b1fd,0.046593014150857925
29e7727e,0.09212704002857208
92a51ffb,0.988538384437561
c769ac97,0.0013751450460404158
aee0547d,9.107680853048805e-06
565b28ac,6.682750972686335e-05
e04e9775,0.6704839468002319
8e8161d1,0.00457626162096858
4cf4d256,0.8528620004653931
139e5324,0.17658209800720215
f156976f,0.0010542696109041572
68a117cc,0.0562417134642601
d9aa7a56,0.16844278573989868
9005b143,0.43240123987197876
5f6d3988,0.9736287593841553
9ad70954,0.0163751058280468
b9087b9e,0.44026052951812744
a39a1427,0.9121468663215637
82fbe8ed,0.365872859954834
1fae4879,1.233930561284069e-06
6dd8f13d,1.1516910092268517e-08
bbad5958,0.01732081174850464
54527583,0.03326749429106712
be8fa29c,0.12049368023872375
81a3328f,0.9941061735153198
1a3c0ab3,3.399404135961959e-08
4deeeb8b,0.8809432983398438
ac6d5632,0.22265946865081787
472dadb5,0.6206654906272888
96093f95,0.888866662979126
f5b4e3df,0.964231550693512
e01a3c92,0.14395400881767273
001680af,0.7593835592269897
8e639f33,0.25946369767189026
a2c16612,0.36782312393188477
a6d76474,2.324211720861058e-07
19c47684,0.1713901311159134
015827b6,0.505153238773346
7df7f7ce,0.008186167106032372
0bbf1a3f,0.9503461122512817
636cfbb7,0.8049045205116272
7370030a,0.99891197681427
43aa97ad,1.4406872423933237e-06
ba2b5e63,0.9749783873558044
dfdd335b,0.9660614132881165
e79b13dc,2.160876647394616e-06
dc32b195,0.8885438442230225
6d868590,0.9019318222999573
75fa59aa,0.11879067867994308
ffe50836,0.8911048769950867
a7bfd784,0.9206061363220215
b3d569e3,0.09517771750688553
6c538c5b,0.026663165539503098
5c7c15f4,0.00016694367513991892
0b745139,0.2486598640680313
fd14608e,0.8773873448371887
f0bc8305,0.1553366482257843
a10ccb28,0.9929490089416504
543304c7,0.9405130743980408
6c3a4078,0.0001683060690993443
9b73cc75,0.021646635606884956
5c6c71b1,0.5176122784614563
09ee9186,0.9940067529678345
207c35cf,0.38126060366630554
153c813e,2.191425210185116e-06
