id,is_iceberg
5941774d,0.05320111662149429
4023181e,0.7265350818634033
b20200e4,0.0010545814875513315
e7f018bb,0.9950845837593079
4371c8c3,0.3233414888381958
a8d9b1fd,0.8851603269577026
29e7727e,0.2727375030517578
92a51ffb,0.9976441264152527
c769ac97,0.038820426911115646
aee0547d,0.004520291928201914
565b28ac,0.006581009365618229
e04e9775,0.44898971915245056
8e8161d1,0.015149598941206932
4cf4d256,0.4796745479106903
139e5324,0.9372944235801697
f156976f,0.03285042196512222
68a117cc,0.0962517037987709
d9aa7a56,0.056059811264276505
9005b143,0.7902132868766785
5f6d3988,0.9557657837867737
9ad70954,0.035939689725637436
b9087b9e,0.46493539214134216
a39a1427,0.8377208113670349
82fbe8ed,0.12911799550056458
1fae4879,0.012658457271754742
6dd8f13d,3.814764568232931e-05
bbad5958,0.05799424648284912
54527583,0.4339977502822876
be8fa29c,0.09525441378355026
81a3328f,0.9925117492675781
1a3c0ab3,8.03569782874547e-05
4deeeb8b,0.6708889007568359
ac6d5632,0.4926702678203583
472dadb5,0.8533739447593689
96093f95,0.8769417405128479
f5b4e3df,0.9824115633964539
e01a3c92,0.0319819375872612
001680af,0.45676520466804504
8e639f33,0.057103995233774185
a2c16612,0.628075361251831
a6d76474,0.001046305987983942
19c47684,0.8725312352180481
015827b6,0.06327234953641891
7df7f7ce,0.33249127864837646
0bbf1a3f,0.9634184837341309
636cfbb7,0.7898344993591309
7370030a,0.9995023012161255
43aa97ad,0.002927968977019191
ba2b5e63,0.9972612857818604
dfdd335b,0.9498642086982727
e79b13dc,0.036174923181533813
dc32b195,0.9048327207565308
6d868590,0.9879823327064514
75fa59aa,0.2534485161304474
ffe50836,0.9488396644592285
a7bfd784,0.6969147324562073
b3d569e3,0.10406243056058884
6c538c5b,0.05392490699887276
5c7c15f4,0.0390913300216198
0b745139,0.2833668887615204
fd14608e,0.4241415560245514
f0bc8305,0.15596167743206024
a10ccb28,0.9993984699249268
543304c7,0.6842923760414124
6c3a4078,0.0265940073877573
9b73cc75,0.3929477632045746
5c6c71b1,0.5071573853492737
09ee9186,0.9441911578178406
207c35cf,0.36330100893974304
153c813e,0.00021837963140569627
5605d58b,0.8292297124862671
642ca396,0.10048598796129227
d32d72c0,0.583777129650116
16646a17,0.9870461225509644
384074af,0.9233493208885193
69bf1e8c,0.5475638508796692
9e90a054,0.5237041115760803
89dbe7f7,0.988778829574585
dbd27d22,0.96871018409729
a2ea1561,0.6336430311203003
d63402af,0.14157402515411377
1ac8bb92,0.981760561466217
8beffca5,0.3833293914794922
46741f3e,0.0002649934613145888
e5ee6aa7,0.003219540463760495
5ecd892b,0.4577034115791321
69892166,0.4062688648700714
2f725a81,0.7874493598937988
810abfe4,4.242363866069354e-05
e6f973e6,0.667445957660675
c60a5c46,0.1817982792854309
c42b9e08,0.9136980772018433
c3f00c23,0.18885958194732666
5307fdb8,0.9923495054244995
3e4f005e,0.00882686860859394
4a4cc2e0,0.9558331966400146
9bdd88d1,0.00636715954169631
0d832bed,0.02768775448203087
14a134fa,0.6659245491027832
78a41676,0.006765199825167656
0bd4658e,0.07692036777734756
4a311bb0,0.9638571739196777
f939c817,0.39849382638931274
956adc4d,0.9911104440689087
f8a119f5,0.5889884829521179
61faa1ad,0.7507898211479187
6725eb3e,0.14158956706523895
17b3a8fd,0.3857250511646271
49a88dfc,0.004811880178749561
2d6ec645,0.4582526981830597
0d4d77ba,0.3022923469543457
3ee672a2,0.9982965588569641
738b41fd,0.5718867778778076
f7fb320d,0.5647464394569397
b42fad18,0.1850142627954483
4ab8b00a,0.32966580986976624
f7870f2b,0.10349039733409882
4978666a,0.7501355409622192
f1b0d6c7,0.004132548812776804
5642407f,0.032761622220277786
36d4ff92,0.9922841191291809
4139aba2,0.6678541898727417
7585ce58,0.21687398850917816
33e25984,0.9911646246910095
ac46f3c9,0.01380642969161272
fc34a5b8,0.5809178352355957
85c36a8f,0.8320671916007996
b2d8a426,0.5036782026290894
13ec60d1,0.7064315676689148
9d440f42,0.19200849533081055
1c0a891e,0.40297600626945496
981c3bc3,0.9977116584777832
295604f4,0.4618668556213379
16ca16c3,0.44356822967529297
b4dda837,0.07338928431272507
88d088ef,0.016154319047927856
1b4fa160,0.9343563318252563
f371bd82,0.03869403153657913
b130a0b7,0.9978645443916321
ebf1de82,0.7522369623184204
01e651c3,0.11358482390642166
51b1fecc,0.8678166270256042
fa635a31,0.010518515482544899
97b7d789,0.32283616065979004
2f598053,0.02616848424077034
c0e3e148,0.6775985956192017
cfa175a8,0.10652952641248703
3d7e09d8,0.978450357913971
44a13d1b,0.9520272016525269
c66b0948,0.5093768835067749
976a6d64,0.1476278454065323
8bbd8909,0.9186010956764221
522890fd,0.5561737418174744
f23a3b95,0.5657354593276978
680039dc,0.7494195103645325
93028e53,0.665314257144928
22a16932,0.36988499760627747
7d8126d2,0.04239935800433159
ba2ecd75,0.13185444474220276
8071bdd7,0.24450059235095978
96d5aeee,0.017502594739198685
154be68f,0.9490852952003479
d8c2bfe2,0.9873263239860535
f76d47b0,0.4375648498535156
0e781ade,0.09404401481151581
13cf6060,0.05579294264316559
