id,is_iceberg
5941774d,0.47080105543136597
4023181e,0.2587195336818695
b20200e4,0.4167146682739258
e7f018bb,0.9974778294563293
4371c8c3,0.27589428424835205
a8d9b1fd,0.8640421628952026
29e7727e,0.1868346482515335
92a51ffb,0.9997521042823792
c769ac97,2.407311967544956e-06
aee0547d,2.1914421666213713e-10
565b28ac,0.004430876113474369
e04e9775,0.2810087203979492
8e8161d1,8.663337212055922e-05
4cf4d256,0.20148861408233643
139e5324,0.3350353538990021
f156976f,0.04612112417817116
68a117cc,0.014875251799821854
d9aa7a56,0.06470976769924164
9005b143,0.5647158026695251
5f6d3988,0.36140722036361694
9ad70954,0.1672721654176712
b9087b9e,0.6166120767593384
a39a1427,0.1433093398809433
82fbe8ed,0.3779793679714203
1fae4879,1.7556135604553158e-19
6dd8f13d,0.2658436894416809
bbad5958,0.11803408712148666
54527583,0.2865821421146393
be8fa29c,0.17340025305747986
81a3328f,0.9494537711143494
1a3c0ab3,0.5487982630729675
4deeeb8b,0.28935614228248596
ac6d5632,0.40268173813819885
472dadb5,0.22005534172058105
96093f95,0.8200334906578064
f5b4e3df,0.9673517942428589
e01a3c92,0.10907803475856781
001680af,0.45343953371047974
8e639f33,0.745186448097229
a2c16612,0.2696842849254608
a6d76474,1.1986601293756394e-06
19c47684,0.07887408137321472
015827b6,0.2635648250579834
7df7f7ce,0.5664092302322388
0bbf1a3f,0.21793192625045776
636cfbb7,0.37039321660995483
7370030a,0.9949914813041687
43aa97ad,7.964717241293329e-08
ba2b5e63,0.99989914894104
dfdd335b,0.11139167845249176
e79b13dc,0.9475817084312439
dc32b195,0.08017370104789734
6d868590,0.5852210521697998
75fa59aa,0.697992205619812
ffe50836,0.4135707914829254
a7bfd784,0.7118282318115234
b3d569e3,0.21556662023067474
6c538c5b,0.08713478595018387
5c7c15f4,0.9801541566848755
0b745139,0.33740973472595215
fd14608e,0.22343464195728302
f0bc8305,0.7391680479049683
a10ccb28,0.998007595539093
543304c7,0.3841745853424072
6c3a4078,1.5537653669279098e-23
9b73cc75,0.9955625534057617
5c6c71b1,0.04786573722958565
09ee9186,0.3134232759475708
207c35cf,0.5528405904769897
153c813e,0.35129591822624207
